asset,timestamp,status,side,score,return_24h,annualized_funding,mark_oracle_diff,premium,open_interest_notional,day_notional_volume,oi_volume_ratio,impact_spread,reason,next_step
JTO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,32.15452269,0.23455803,-0.49300492,-0.001293661061,-0.000777813700,2906980.20480000,9436065.24132000,0.30807123,0.001123650082,large 24h move with meaningful OI/volume; test continuation,"label JTO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
JTO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,27.33134429,0.23455803,-0.49300492,-0.001293661061,-0.000777813700,2906980.20480000,9436065.24132000,0.30807123,0.001123650082,large 24h move with meaningful OI/volume; test snapback,"label JTO paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZEC,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,26.50650582,0.17940760,-0.34729808,-0.001014619748,-0.000264262300,214391939.59319997,505013040.07609975,0.42452753,0.000583532343,large 24h move with meaningful OI/volume; test continuation,"label ZEC paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
STABLE,2026-06-08T00:23:12.195825+00:00,paper_extreme_funding_carry_candidate,long_perp,26.24220018,-0.01689524,-4.01023076,-0.005314280653,-0.004280948300,2261599.40808200,880532.05225300,2.56844643,0.002789897011,extreme funding may pay carry or precede crowded unwind,"label STABLE paper_extreme_funding_carry_candidate over 15m/1h/4h with funding, spread, and depth costs"
ZEC,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,22.53052995,0.17940760,-0.34729808,-0.001014619748,-0.000264262300,214391939.59319997,505013040.07609975,0.42452753,0.000583532343,large 24h move with meaningful OI/volume; test snapback,"label ZEC paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
PURR,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,20.61187764,0.10569938,0.10950000,0.006720977597,0.000000000000,7168035.26786200,783969.97046000,9.14325234,0.012514790692,large 24h move with meaningful OI/volume; test continuation,"label PURR paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
STBL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,20.33215756,0.09498600,0.10950000,0.000599712138,0.000000000000,2247295.01019400,323900.42988900,6.93822793,0.003476384560,large 24h move with meaningful OI/volume; test continuation,"label STBL paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
EIGEN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,19.55746062,0.11008040,0.10950000,-0.001668520578,0.000000000000,3926495.97371000,1036762.71283300,3.78726581,0.002227171492,large 24h move with meaningful OI/volume; test continuation,"label EIGEN paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
DASH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,18.80485435,0.12876336,0.10950000,-0.000621789673,-0.000075696100,932658.92650000,2676359.95564000,0.34848038,0.001274005951,large 24h move with meaningful OI/volume; test continuation,"label DASH paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
MANTA,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,short_perp,18.44382637,-0.10755576,0.10950000,-0.000261643119,0.000000000000,1938152.57700000,683059.00491300,2.83745996,0.001308215594,large 24h move with meaningful OI/volume; test continuation,"label MANTA paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
TAO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,18.43574361,0.10213052,0.08694388,-0.000796999531,-0.000468823300,22381381.90034000,7798349.88152000,2.87001510,0.000891516517,large 24h move with meaningful OI/volume; test continuation,"label TAO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
LINK,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,18.39920777,0.06749702,0.10950000,-0.000379915152,-0.000178560100,32032062.96240000,4593944.08029000,6.97267150,0.000454795944,large 24h move with meaningful OI/volume; test continuation,"label LINK paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
AERO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,17.64553765,0.05453287,-0.72090946,-0.002381519409,-0.001113360300,5076751.64672000,558934.36400000,9.08291201,0.001971986456,large 24h move with meaningful OI/volume; test continuation,"label AERO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
WLD,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,17.54784033,0.10929141,0.10950000,-0.000676389770,-0.000338194900,43084550.99040399,78132526.83104905,0.55142913,0.000697895739,large 24h move with meaningful OI/volume; test continuation,"label WLD paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
PURR,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,17.52009599,0.10569938,0.10950000,0.006720977597,0.000000000000,7168035.26786200,783969.97046000,9.14325234,0.012514790692,large 24h move with meaningful OI/volume; test snapback,"label PURR paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
LDO,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,17.50584442,0.05778072,0.10950000,-0.000772911299,-0.000257637100,4720789.15024200,603612.17652400,7.82089781,0.000994475138,large 24h move with meaningful OI/volume; test continuation,"label LDO paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
STBL,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,17.28233392,0.09498600,0.10950000,0.000599712138,0.000000000000,2247295.01019400,323900.42988900,6.93822793,0.003476384560,large 24h move with meaningful OI/volume; test snapback,"label STBL paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
NEAR,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,17.08634969,0.10101010,0.10950000,0.000341713449,0.000000000000,71777727.17432010,60025770.18081997,1.19578186,0.000917252147,large 24h move with meaningful OI/volume; test continuation,"label NEAR paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
EIGEN,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,16.62384153,0.11008040,0.10950000,-0.001668520578,0.000000000000,3926495.97371000,1036762.71283300,3.78726581,0.002227171492,large 24h move with meaningful OI/volume; test snapback,"label EIGEN paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
PUMP,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,16.12344195,0.06867554,-0.13423999,-0.001309757695,-0.000654878800,21881693.84860000,4785929.70678500,4.57208843,0.000655737705,large 24h move with meaningful OI/volume; test continuation,"label PUMP paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
MON,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,16.08073846,0.05418719,-0.00359948,-0.001435750179,-0.000717875100,27008719.48070400,4095809.79632400,6.59423187,0.001302902327,large 24h move with meaningful OI/volume; test continuation,"label MON paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
DASH,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_reversal_candidate,short_perp,15.98412620,0.12876336,0.10950000,-0.000621789673,-0.000075696100,932658.92650000,2676359.95564000,0.34848038,0.001274005951,large 24h move with meaningful OI/volume; test snapback,"label DASH paper_crowded_momentum_reversal_candidate over 15m/1h/4h with funding, spread, and depth costs"
DYDX,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.93480607,0.07051139,0.10950000,0.000346788736,0.000000000000,4294626.14328200,837067.22900900,5.13056299,0.002912015531,large 24h move with meaningful OI/volume; test continuation,"label DYDX paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
MEGA,2026-06-08T00:23:12.195825+00:00,paper_crowded_momentum_continuation_candidate,long_perp,15.88439171,0.07339450,0.10950000,-0.000833159758,0.000000000000,7231676.95926000,1653235.68492200,4.37425651,0.002063488755,large 24h move with meaningful OI/volume; test continuation,"label MEGA paper_crowded_momentum_continuation_candidate over 15m/1h/4h with funding, spread, and depth costs"
