timestamp,market,symbol,index_id,contract_type,price,index_price,price_change_24h,basis,spread,funding_rate,open_interest,volume_24h,oi_volume_ratio,score,status,side,reason,next_step
2026-06-08T14:07:17.784545+00:00,BYDFi (Futures),ZRO-PERPUSDT,ZRO,perpetual,0.88000000,0.88350000,-1.50888566,0.26100772,0.02000000,0.01000000,1398289.49000000,123581.17969095,11.31474464,26.87772487,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BYDFi (Futures) ZRO-PERPUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Bybit (Futures),ZROUSDT,ZRO,perpetual,0.89000000,0.88620000,-1.35933148,0.10166045,0.02000000,0.00500000,11008111.97000000,4540363.33158641,2.42450024,22.93821919,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bybit (Futures) ZROUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Bitmart Futures,ZROUSDT,ZRO,perpetual,0.89000000,0.88789580,-1.10528079,0.15745065,0.10000000,0.00520000,18966735.72000000,8012508.44959828,2.36714081,22.25757048,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bitmart Futures ZROUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Hyperliquid (Futures),ZRO-USD,ZRO,perpetual,0.88000000,0.88150000,-1.62236951,-0.02041557,0.02000000,0.00125000,24800731.75000000,2499677.39837200,9.92157299,21.23214281,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Hyperliquid (Futures) ZRO-USD forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Lighter,ZRO_USDC,ZRO,perpetual,0.88000000,0.88194000,-1.62470351,-0.16753073,0.11000000,0.00120000,2695610.90000000,603114.60639280,4.46948370,20.99906997,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Lighter ZRO_USDC forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,CoinW (Futures),ZRO/USDT,ZRO,perpetual,0.88000000,0.88080000,-1.57453936,-0.06807352,0.01000000,-0.01088300,2388770.18000000,2087056.36114501,1.14456429,16.25377481,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label CoinW (Futures) ZRO/USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Gate (Futures),ZRO_USDT,ZRO,perpetual,0.88000000,0.88700000,-1.56424581,0.68104427,11.11000000,0.00500000,1399530.17000000,461019.61524728,3.03572803,14.83508338,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Gate (Futures) ZRO_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Bitget Futures,ZROUSDT_UMCBL,ZRO,perpetual,0.88000000,0.88139509,-1.91686170,0.14715296,0.08000000,0.00500000,1893884.09000000,1403195.64856060,1.34969353,14.27350684,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Bitget Futures ZROUSDT_UMCBL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Binance (Futures),ZROUSDT,ZRO,perpetual,0.88000000,0.88348822,-1.70682731,0.38498125,0.02000000,0.00500000,14181231.62000000,12418906.22787511,1.14190665,13.37046418,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Binance (Futures) ZROUSDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,Zoomex (Futures),ZRO-USDT,ZRO,perpetual,0.88000000,0.88350000,-1.50669643,0.11331445,0.01000000,0.00500000,1101426.70000000,1359014.23461770,0.81046002,10.11723884,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label Zoomex (Futures) ZRO-USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,OrangeX Futures,ZRO-USDT-PERPETUAL,ZRO,perpetual,0.88000000,0.88350000,-1.45316342,0.21551724,0.00000000,0.01000000,1689897.27000000,4737044.59251265,0.35674084,9.73376412,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label OrangeX Futures ZRO-USDT-PERPETUAL forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,MEXC (Futures),ZRO_USDT,ZRO,perpetual,0.88000000,0.88100000,-2.61061947,0.06815084,0.01000000,0.00500000,1657070.92000000,2589249.60741552,0.63998114,8.99782930,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label MEXC (Futures) ZRO_USDT forward returns, funding PnL, depth, fees, and margin constraints"
2026-06-08T14:07:17.784545+00:00,BingX (Futures),ZRO-USDT,ZRO,perpetual,0.88000000,0.88360000,-1.93419297,0.15869417,0.07000000,0.00500000,3344822.33000000,6760000.64785699,0.49479616,7.52622513,derivatives_positioning_context,none,positioning context is visible but not actionable yet,"label BingX (Futures) ZRO-USDT forward returns, funding PnL, depth, fees, and margin constraints"
