ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
repeat-paper-05-hype-volume-dislocation,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,hype_volume_price_dislocation,paper_long,HYPE,,64.689000000000,64.840000000000,hl_execution_context,23.34245389,23.34245389,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-17-hype-policy-expansion,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,hype_hype_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,HYPE,,64.689000000000,64.840000000000,hl_execution_context,23.34245389,23.34245389,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-29-hype-policy-expansion,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,HYPE,,64.689000000000,64.840000000000,hl_execution_context,23.34245389,23.34245389,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-19-zec-wallet-entity-flow,2026-06-08T15:16:01+00:00,2026-06-08T15:34:31+00:00,18.51,ready,public_hypertracker_example_zec_wallet_flow_actionability,paper_long,ZEC,,442.700000000000,442.700000000000,hyperliquid_snapshot,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
repeat-paper-51-zec-attention-event,2026-06-08T15:16:01+00:00,2026-06-08T15:34:31+00:00,18.51,ready,zec_attention_price_context,paper_long,ZEC,,442.700000000000,442.700000000000,hyperliquid_snapshot,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
repeat-paper-46-zec-sector-rotation,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,zec_privacy_sector_rotation_context,paper_long,ZEC,,434.590000000000,442.700000000000,hyperliquid_snapshot,186.61266941,186.61266941,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-09-fartcoin-volume-dislocation,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,fartcoin_volume_price_dislocation,paper_long,FARTCOIN,,0.117880000000,0.119390000000,hyperliquid_snapshot,128.09636919,128.09636919,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-03-sui-repeat-execution,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,sui_okx_on_chain_flow_repeat_execution_gate,paper_long,SUI,,0.760900000000,0.770000000000,hl_execution_context,119.59521619,119.59521619,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-36-aave-event-pressure,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,aave_event_pressure_cluster,paper_long,AAVE,,64.174000000000,64.872000000000,hyperliquid_snapshot,108.76679029,108.76679029,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-02-sui-repeat-execution,2026-06-08T09:33:14+00:00,2026-06-08T15:34:31+00:00,361.29,ready,sui_okx_on_chain_flow_repeat_execution_gate,paper_long,SUI,,0.750000000000,0.770000000000,hl_execution_context,266.66666667,266.66666667,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-20-link-volume-dislocation,2026-06-08T14:49:29+00:00,2026-06-08T15:34:31+00:00,45.04,ready,link_volume_price_dislocation,paper_long,LINK,,7.978500000000,8.092000000000,hyperliquid_snapshot,142.25731654,142.25731654,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
repeat-paper-02-near-policy-expansion,2026-06-08T15:16:01+00:00,2026-06-08T15:34:31+00:00,18.51,ready,near_near_microstructure_flow_paper_probe_from_bera_microstructure_flow_paper_long,paper_long,NEAR,,2.183200000000,2.183200000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
repeat-paper-06-near-policy-expansion,2026-06-08T15:16:01+00:00,2026-06-08T15:34:31+00:00,18.51,ready,near_near_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,paper_long,NEAR,,2.183200000000,2.183200000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
repeat-paper-07-near-policy-expansion,2026-06-08T15:16:01+00:00,2026-06-08T15:34:31+00:00,18.51,ready,near_near_microstructure_flow_paper_probe_from_microstructure_flow_paper_long,paper_long,NEAR,,2.183200000000,2.183200000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
