ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
broad-paper-bera-paper-long,2026-06-08T20:07:09+00:00,2026-06-08T20:40:51+00:00,33.71,ready,promotion_frontier:cost_candidate:promoted_repeat:repeat-paper-22-bera-microstructure-flow,paper_long,BERA,,0.268210000000,0.268210000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-zec-paper-long,2026-06-08T20:07:09+00:00,2026-06-08T20:40:51+00:00,33.71,ready,promotion_frontier:cost_candidate:symbol_lane_paper:lane-zec-public-hypertracker-example-zec-wallet-flow-actionability,paper_long,ZEC,,457.880000000000,457.880000000000,hyperliquid_snapshot,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-chip-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,promotion_frontier:cost_candidate:promoted_repeat:repeat-paper-21-chip-microstructure-flow,paper_long,CHIP,,0.033584000000,0.033584000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-near-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,cost_survival_cross_section:near_paper_long,paper_long,NEAR,,2.194100000000,2.194100000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-sui-paper-long,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,cost_survival_cross_section:sui_paper_long,paper_long,SUI,,0.760690000000,0.760690000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-pol-paper-short,2026-06-08T20:12:19+00:00,2026-06-08T20:40:51+00:00,28.54,ready,cost_survival_cross_section:pol_paper_short,paper_short,POL,,0.080970000000,0.078555000000,hl_execution_context,-298.25861430,298.25861430,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
broad-paper-pump-paper-long,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,cost_survival_cross_section:pump_paper_long,paper_long,PUMP,,0.001647000000,0.001647000000,hyperliquid_snapshot,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-inj-paper-long,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,cost_survival_cross_section:inj_paper_long,paper_long,INJ,,5.723500000000,5.723500000000,hyperliquid_snapshot,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-sol-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,lane_repeat:sol_volume_price_dislocation,paper_long,SOL,,67.469000000000,67.469000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-hype-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,lane_repeat:hype_volume_price_dislocation,paper_long,HYPE,,63.504000000000,63.504000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-eth-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,seed_wallet_flow:public_hypertracker_example_eth_wallet_flow_actionability,paper_long,ETH,,1687.400000000000,1687.400000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-apt-paper-long,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,seed_wallet_flow:public_hypertracker_example_apt_wallet_flow_actionability,paper_long,APT,,0.682000000000,0.682000000000,hl_execution_context,0.00000000,0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-eth-paper-short,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,seed_wallet_flow:public_hypertracker_example_hyna_eth_wallet_flow_actionability,paper_short,ETH,,1687.400000000000,1687.400000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-btc-paper-short,2026-06-08T20:07:52+00:00,2026-06-08T20:40:51+00:00,32.99,ready,seed_wallet_flow:public_hypertracker_example_hyna_btc_wallet_flow_actionability,paper_short,BTC,,63490.000000000000,63490.000000000000,hl_execution_context,0.00000000,-0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
broad-paper-xrp-paper-long,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,seed_wallet_flow:public_live_bot_example_xrp_wallet_flow_actionability,paper_long,XRP,,1.177800000000,1.177800000000,hyperliquid_snapshot,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-sol-paper-short,2026-06-08T20:35:00+00:00,2026-06-08T20:40:51+00:00,5.86,pending,seed_wallet_flow:public_live_bot_example_sol_wallet_flow_actionability,paper_short,SOL,,67.469000000000,67.469000000000,hl_execution_context,,,pending,checkpoint has not matured,wait for the first checkpoint and refresh marks
broad-paper-hype-paper-short,2026-06-08T20:12:19+00:00,2026-06-08T20:40:51+00:00,28.54,ready,seed_wallet_flow:public_hypertracker_example_hype_wallet_flow_actionability,paper_short,HYPE,,63.504000000000,63.504000000000,hl_execution_context,0.00000000,-0.00000000,paper_mark_flat,"fill, funding, stop, and adverse excursion still missing",keep observing until the ticket has a non-flat mark move or stronger quote evidence
