ticket_id,opened_at,checked_at,elapsed_minutes,checkpoint_status,opportunity,decision,asset,venue,entry_mark,current_mark,current_source,raw_return_bps,directional_return_bps,outcome,missing_evidence,next_step
split-label-zec-public-hypertracker-example-zec-wallet-flow-actionability,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,public_hypertracker_example_zec_wallet_flow_actionability,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-privacy-sector-rotation-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_privacy_sector_rotation_context,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-quantum-resistant-sector-rotation-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_quantum_resistant_sector_rotation_context,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-zero-knowledge-zk-sector-rotation-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_zero_knowledge_zk_sector_rotation_context,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-privacy-coins-sector-rotation-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_privacy_coins_sector_rotation_context,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-event-pressure-cluster,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_event_pressure_cluster,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-attention-price-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_attention_price_context,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-sol-sol-1971905-event-crypto-hedge,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,sol_1971905_event_crypto_hedge,paper_long,SOL,,67.495000000000,67.469000000000,hl_execution_context,-3.85213720,-3.85213720,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-zec-zec-institutional-flow-news-event-quality-gate,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_institutional_flow_news_event_quality_gate,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-zec-zec-narrative-event-news-event-quality-gate,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,zec_narrative_event_news_event_quality_gate,paper_long,ZEC,,442.700000000000,457.880000000000,hyperliquid_snapshot,342.89586628,342.89586628,paper_mark_win,"fill, funding, stop, and adverse excursion still missing","record fill, funding, stop, and adverse-excursion assumptions before promotion"
split-label-sol-solana-stablecoin-migration,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,solana_stablecoin_migration,paper_long,SOL,,67.495000000000,67.469000000000,hl_execution_context,-3.85213720,-3.85213720,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-sol-sol-attention-price-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,sol_attention_price_context,paper_long,SOL,,67.495000000000,67.469000000000,hl_execution_context,-3.85213720,-3.85213720,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-sol-sol-1962237-event-crypto-hedge,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,sol_1962237_event_crypto_hedge,paper_long,SOL,,67.495000000000,67.469000000000,hl_execution_context,-3.85213720,-3.85213720,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-hype-hype-maker-or-low-fee-small-execution-edge,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,hype_maker_or_low_fee_small_execution_edge,paper_long,HYPE,,64.840000000000,63.504000000000,hl_execution_context,-206.04565083,-206.04565083,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-hype-hype-taker-small-execution-edge,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,hype_taker_small_execution_edge,paper_long,HYPE,,64.840000000000,63.504000000000,hl_execution_context,-206.04565083,-206.04565083,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-hype-hype-event-pressure-cluster,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,hype_event_pressure_cluster,paper_long,HYPE,,64.840000000000,63.504000000000,hl_execution_context,-206.04565083,-206.04565083,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-hype-hype-attention-price-context,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,hype_attention_price_context,paper_long,HYPE,,64.840000000000,63.504000000000,hl_execution_context,-206.04565083,-206.04565083,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
split-label-hype-hype-crowded-momentum-continuation-actionability,2026-06-08T19:05:55+00:00,2026-06-08T19:56:04+00:00,50.16,ready,hype_crowded_momentum_continuation_actionability,paper_long,HYPE,,64.840000000000,63.504000000000,hl_execution_context,-206.04565083,-206.04565083,paper_mark_loss,"fill, funding, stop, and adverse excursion still missing",keep or reject based on repeated labels and failure regime
